lineage_id,lineage_members,lineage_length,lineage_revision_count,first_history_date,last_history_date,development_duration_days,development_duration_years,has_rfc,rfc_count,rfc_names,final_drafts,final_draft_names
lineage_010349,draft-hinden-ipv6-sl-moderate,1,2,2003-01-07,2003-03-04,56.0,0.15331964407939766,0,0,,,
lineage_010350,draft-hinden-v6ops-dns,1,1,2024-05-06,2024-05-06,0.0,0.0,0,0,,,
lineage_010351,draft-hinton-credential-exchange,1,1,2025-12-22,2025-12-22,0.0,0.0,0,0,,,
lineage_010352,draft-hirano-httpbis-websocket-over-http2,1,2,2014-02-14,2014-08-12,179.0,0.49007529089664614,0,0,,,
lineage_010353,draft-hiromi-sunset4-termination-ipv4,1,2,2012-10-25,2013-03-11,137.0,0.3750855578370979,0,0,,,
lineage_010354,draft-hirotaka-dhc-source-address-selection-opt,1,2,2004-10-15,2005-01-31,108.0,0.29568788501026694,0,0,,,
lineage_010355,draft-hitchcock-eid,1,1,1993-05-27,1993-05-27,0.0,0.0,0,0,,,
lineage_010356,draft-hitt-zss,1,3,2012-10-10,2013-02-11,124.0,0.3394934976043806,0,0,,,
lineage_010357,draft-hitt-zssbn,1,2,2013-01-22,2013-02-11,20.0,0.05475701574264202,0,0,,,
lineage_010358,draft-hiwasaki-avt-rtp-uemclip;draft-ietf-avt-rtp-uemclip,2,10,2006-09-27,2009-05-15,961.0,2.631074606433949,1,1,RFC5686,draft-ietf-avt-rtp-uemclip-06,draft-ietf-avt-rtp-uemclip
lineage_010359,draft-hixie-thewebsocketprotocol;draft-ietf-hybi-thewebsocketprotocol,2,91,2009-01-09,2011-09-30,994.0,2.7214236824093088,1,1,RFC6455,draft-ietf-hybi-thewebsocketprotocol-17,draft-ietf-hybi-thewebsocketprotocol
lineage_010360,draft-hj-bier-mldp-signaling,1,1,2018-07-02,2018-07-02,0.0,0.0,0,0,,,
lineage_010361,draft-hjelm-http-cnhttp-scenarios,1,1,2000-10-31,2000-10-31,0.0,0.0,0,0,,,
lineage_010362,draft-hjxl-scsn-ps,1,1,2016-03-21,2016-03-21,0.0,0.0,0,0,,,
lineage_010363,draft-hjxl-ssn-ps,1,1,2015-10-19,2015-10-19,0.0,0.0,0,0,,,
lineage_010364,draft-hk-seamoby-ct-ipsec,1,1,2001-05-31,2001-05-31,0.0,0.0,0,0,,,
lineage_010365,draft-hkang-nemo-ro-tlmr,1,1,2003-06-26,2003-06-26,0.0,0.0,0,0,,,
lineage_010366,draft-hkchu-ipoib-ipv6oib,1,1,2001-07-26,2001-07-26,0.0,0.0,0,0,,,
lineage_010367,draft-hkchu-tcpm-initcwnd;draft-ietf-tcpm-initcwnd,2,11,2010-02-28,2013-02-22,1090.0,2.9842573579739904,1,1,RFC6928,draft-ietf-tcpm-initcwnd-08,draft-ietf-tcpm-initcwnd
lineage_010368,draft-hkg-rap-rsvp-authsession,1,1,2001-02-23,2001-02-23,0.0,0.0,0,0,,,
lineage_010369,draft-hl-dnsop-cache-filling,1,1,2018-03-02,2018-03-02,0.0,0.0,0,0,,,
lineage_010370,draft-hlj-l3vpn-mvpn-mrsvp-te,1,2,2012-07-06,2012-07-30,24.0,0.06570841889117043,0,0,,,
lineage_010371,draft-hlmu-l2vpn-bgp-discovery,1,2,2004-02-10,2004-11-01,265.0,0.7255304585900069,0,0,,,
lineage_010372,draft-hmac-sha-2-usm-snmp,1,2,2014-03-24,2014-05-06,43.0,0.11772758384668036,0,0,,,
lineage_010373,draft-hmac-sha-256-128-usm-snmp,1,1,2013-11-05,2013-11-05,0.0,0.0,0,0,,,
lineage_010374,draft-hmk-mpls-tp-p2mp-oam-framework,1,5,2012-07-09,2014-01-31,571.0,1.5633127994524298,0,0,,,
lineage_010375,draft-hmm-dmm-5g-uplane-analysis;draft-ietf-dmm-5g-uplane-analysis,2,8,2018-06-29,2020-11-02,857.0,2.346338124572211,0,0,,,
lineage_010376,draft-hmntsharma-bmp-over-tls;draft-hmntsharma-grow-bmp-over-tls,2,6,2024-07-01,2026-02-08,587.0,1.6071184120465434,0,0,,,
lineage_010377,draft-hmntsharma-bmp-tcp-ao;draft-ietf-grow-bmp-tcp-ao,2,8,2024-02-04,2026-01-23,719.0,1.9685147159479808,0,0,,,
lineage_010378,draft-hnrs-rmt-avt-feedback,1,1,1999-06-25,1999-06-25,0.0,0.0,0,0,,,
lineage_010379,draft-hoagland-v6ops-teredosecconcerns,1,2,2007-05-30,2007-07-12,43.0,0.11772758384668036,0,0,,,
lineage_010380,draft-hoang-mptcp-inactivity-time,1,1,2019-07-08,2019-07-08,0.0,0.0,0,0,,,
lineage_010381,draft-hoang-mptcp-sub-rate-limit,1,1,2019-07-08,2019-07-08,0.0,0.0,0,0,,,
lineage_010382,draft-hoare-nics,1,1,1997-01-17,1997-01-17,0.0,0.0,0,0,,,
lineage_010383,draft-hodges-dtv-chanchange,1,1,2001-08-14,2001-08-14,0.0,0.0,0,0,,,
lineage_010384,draft-hodges-ldap-dir-dn-reqs,1,1,1997-10-21,1997-10-21,0.0,0.0,0,0,,,
lineage_010385,draft-hodges-ldapbis-ldapv3-ts,1,1,2000-10-03,2000-10-03,0.0,0.0,0,0,,,
lineage_010386,draft-hodges-ldapv3-as,1,1,2000-06-23,2000-06-23,0.0,0.0,0,0,,,
lineage_010387,draft-hodges-saml-lsso,1,2,2006-06-22,2006-10-16,116.0,0.31759069130732376,0,0,,,
lineage_010388,draft-hodges-saml-mediatype,1,2,2004-06-15,2004-06-21,6.0,0.01642710472279261,0,0,,,
lineage_010389,draft-hodges-server-ident-check,1,1,2008-02-10,2008-02-10,0.0,0.0,0,0,,,
lineage_010390,draft-hodges-strict-transport-sec;draft-ietf-websec-strict-transport-sec,2,18,2010-06-17,2012-09-29,835.0,2.2861054072553046,1,1,RFC6797,draft-ietf-websec-strict-transport-sec-14,draft-ietf-websec-strict-transport-sec
lineage_010391,draft-hodges-webauthn-registries,1,11,2017-03-27,2020-06-01,1162.0,3.1813826146475015,1,1,RFC8809,draft-hodges-webauthn-registries-10,draft-hodges-webauthn-registries
lineage_010392,draft-hodges-websec-framework-reqs,1,3,2011-03-07,2012-07-16,497.0,1.3607118412046544,0,0,,,
lineage_010393,draft-hodson-hobs,1,1,1998-02-25,1998-02-25,0.0,0.0,0,0,,,
lineage_010394,draft-hoeglund-core-oscore-key-limits;draft-ietf-core-oscore-key-update,2,17,2021-02-19,2026-03-02,1837.0,5.02943189596167,0,0,,,
lineage_010395,draft-hoehlhubmer-https-addon,1,8,2013-11-08,2013-11-25,17.0,0.04654346338124572,0,0,,,
lineage_010396,draft-hoehlhubmer-https-upd,1,15,2013-11-04,2013-11-25,21.0,0.057494866529774126,0,0,,,
lineage_010397,draft-hoehn-nsdl-urn-namespace,1,2,2003-08-25,2003-08-29,4.0,0.010951403148528405,0,0,,,
lineage_010398,draft-hoehrmann-cp-collation,1,2,2009-05-26,2010-09-14,476.0,1.3032169746748803,0,0,,,
lineage_010399,draft-hoehrmann-date-parsing,1,2,2010-09-20,2010-09-20,0.0,0.0,0,0,,,
lineage_010400,draft-hoehrmann-javascript-scheme,1,4,2006-11-08,2010-09-25,1417.0,3.8795345653661877,0,0,,,
lineage_010401,draft-hoehrmann-nomap,1,1,2011-11-26,2011-11-26,0.0,0.0,0,0,,,
lineage_010402,draft-hoehrmann-nordfriisk,1,1,2010-09-15,2010-09-15,0.0,0.0,0,0,,,
lineage_010403,draft-hoehrmann-script-types,1,4,2001-09-24,2005-06-07,1352.0,3.701574264202601,1,1,RFC4329,draft-hoehrmann-script-types-03,draft-hoehrmann-script-types
lineage_010404,draft-hoehrmann-urlencoded,1,2,2006-09-25,2010-09-25,1461.0,4.0,0,0,,,
lineage_010405,draft-hoeiland-joergensen-aqm-fq-codel;draft-ietf-aqm-fq-codel,2,9,2014-03-03,2016-03-18,746.0,2.0424366872005475,1,1,RFC8290,draft-ietf-aqm-fq-codel-06,draft-ietf-aqm-fq-codel
lineage_010406,draft-hoeiland-joergensen-babel-implementation,1,1,2016-04-05,2016-04-05,0.0,0.0,0,0,,,
lineage_010407,draft-hoene-avt-acs-requirements,1,1,2009-08-17,2009-08-17,0.0,0.0,0,0,,,
lineage_010408,draft-hoene-avt-rtp-sbc;draft-ietf-avt-rtp-sbc,2,8,2008-10-21,2010-12-11,781.0,2.138261464750171,0,0,,,
lineage_010409,draft-hoene-codec-quality,1,2,2010-12-03,2011-06-03,182.0,0.49828884325804246,0,0,,,
lineage_010410,draft-hoene-geopriv-bli,1,1,2010-10-14,2010-10-14,0.0,0.0,0,0,,,
lineage_010411,draft-hoeneisen-e164-to-metadata,1,3,2009-10-12,2010-02-06,117.0,0.3203285420944558,0,0,,,
lineage_010412,draft-hoeneisen-enum-enumservices-transition;draft-ietf-enum-enumservices-transition,2,9,2008-05-19,2010-07-01,773.0,2.116358658453114,1,1,RFC6118,draft-ietf-enum-enumservices-transition-06,draft-ietf-enum-enumservices-transition
lineage_010413,draft-hoeneisen-enum-validation-epp;draft-ietf-enum-validation-epp,2,9,2004-09-30,2007-07-12,1015.0,2.7789185489390826,1,1,RFC5076,draft-ietf-enum-validation-epp-06,draft-ietf-enum-validation-epp
lineage_010414,draft-hoeneisen-enum-x-service-regs;draft-ietf-enum-x-service-regs,2,5,2007-03-28,2008-05-21,420.0,1.1498973305954825,0,0,,,
lineage_010415,draft-hoeneisen-rfc5333bis,1,2,2011-03-06,2012-03-11,371.0,1.0157426420260096,0,0,,,
lineage_010416,draft-hoeneisen-sip-proxy-supported,1,1,2001-07-13,2001-07-13,0.0,0.0,0,0,,,
lineage_010417,draft-hoeper-hokey-arch-design;draft-ietf-hokey-arch-design,2,16,2009-10-19,2012-01-13,816.0,2.2340862422997945,1,1,RFC6697,draft-ietf-hokey-arch-design-11,draft-ietf-hokey-arch-design
lineage_010418,draft-hoeper-proxythreat,1,3,2008-10-06,2009-03-09,154.0,0.4216290212183436,0,0,,,
lineage_010419,draft-hoerdt-mboned-multisource-ssm,1,1,2003-07-03,2003-07-03,0.0,0.0,0,0,,,
lineage_010420,draft-hoerdt-pim-group-unreachable,1,1,2006-06-12,2006-06-12,0.0,0.0,0,0,,,
lineage_010421,draft-hof-trans-cross,1,1,2017-11-15,2017-11-15,0.0,0.0,0,0,,,
lineage_010422,draft-hoff-cloudaudit,1,1,2010-07-05,2010-07-05,0.0,0.0,0,0,,,
lineage_010423,draft-hoffine-already-dotless,1,6,2013-07-29,2013-10-11,74.0,0.2026009582477755,1,1,RFC7085,draft-hoffine-already-dotless-05,draft-hoffine-already-dotless
lineage_010424,draft-hoffkohn-rfc1738bis,1,1,2003-06-19,2003-06-19,0.0,0.0,0,0,,,
lineage_010425,draft-hoffman-additional-contents,1,1,2021-06-16,2021-06-16,0.0,0.0,0,0,,,
lineage_010426,draft-hoffman-additional-key-words,1,1,2008-01-15,2008-01-15,0.0,0.0,0,0,,,
lineage_010427,draft-hoffman-alt-streams-tracker;draft-ietf-proto-iab-irtf-tracker-ext,2,18,2006-05-10,2011-05-26,1842.0,5.04312114989733,1,1,RFC6322,draft-hoffman-alt-streams-tracker-15,draft-hoffman-alt-streams-tracker
lineage_010428,draft-hoffman-andrews-caa-simplification;draft-ietf-lamps-rfc6844bis,2,12,2017-09-13,2019-05-31,625.0,1.7111567419575633,1,1,RFC8659,draft-ietf-lamps-rfc6844bis-07,draft-ietf-lamps-rfc6844bis
lineage_010429,draft-hoffman-behave-tcp;draft-ietf-behave-tcp,2,14,2005-06-01,2008-09-06,1193.0,3.266255989048597,1,1,RFC5382,draft-ietf-behave-tcp-08,draft-ietf-behave-tcp
lineage_010430,draft-hoffman-c2pq,1,8,2017-05-03,2020-05-26,1119.0,3.0636550308008212,0,0,,,
lineage_010431,draft-hoffman-char-lang-media,1,5,1999-04-26,2000-07-07,438.0,1.1991786447638604,1,1,RFC2987,draft-hoffman-char-lang-media-04,draft-hoffman-char-lang-media
lineage_010432,draft-hoffman-cms-new-asn1,1,1,2007-11-08,2007-11-08,0.0,0.0,0,0,,,
lineage_010433,draft-hoffman-dac-domainrepdata,1,2,2007-11-08,2008-02-19,103.0,0.28199863107460643,0,0,,,
lineage_010434,draft-hoffman-dac-vbr,1,8,2007-02-26,2009-02-25,730.0,1.998631074606434,1,1,RFC5518,draft-hoffman-dac-vbr-07,draft-hoffman-dac-vbr
lineage_010435,draft-hoffman-dane-smime;draft-ietf-dane-smime,2,22,2011-03-03,2017-03-16,2205.0,6.036960985626283,1,1,RFC8162,draft-ietf-dane-smime-16,draft-ietf-dane-smime
lineage_010436,draft-hoffman-deleg-getting-names,1,9,2025-03-16,2025-05-06,51.0,0.13963039014373715,0,0,,,
lineage_010437,draft-hoffman-deleg-roles,1,1,2024-10-14,2024-10-14,0.0,0.0,0,0,,,
lineage_010438,draft-hoffman-deleg-secure-transports,1,1,2026-05-26,2026-05-26,0.0,0.0,0,0,,,
lineage_010439,draft-hoffman-des40,1,4,1998-03-17,1999-05-03,412.0,1.1279945242984257,0,0,,,
lineage_010440,draft-hoffman-dispatch-dns-over-https;draft-hoffman-dns-over-https;draft-ietf-doh-dns-over-https,3,18,2017-05-04,2018-08-16,469.0,1.2840520191649556,1,1,RFC8484,draft-ietf-doh-dns-over-https-14,draft-ietf-doh-dns-over-https
lineage_010441,draft-hoffman-dns-in-existing-http2,1,2,2017-04-10,2017-05-02,22.0,0.06023271731690623,0,0,,,
lineage_010442,draft-hoffman-dns-in-existing-quic,1,2,2017-04-10,2017-05-02,22.0,0.06023271731690623,0,0,,,
lineage_010443,draft-hoffman-dns-in-json,1,17,2014-08-20,2018-05-13,1362.0,3.728952772073922,1,1,RFC8427,draft-hoffman-dns-in-json-16,draft-hoffman-dns-in-json
lineage_010444,draft-hoffman-dns-last-hop,1,2,2010-12-05,2010-12-08,3.0,0.008213552361396304,0,0,,,
lineage_010445,draft-hoffman-dns-over-http,1,2,2016-09-20,2016-10-15,25.0,0.06844626967830253,0,0,,,
lineage_010446,draft-hoffman-dns-special-labels,1,1,2018-10-01,2018-10-01,0.0,0.0,0,0,,,
lineage_010447,draft-hoffman-dns-terminology;draft-ietf-dnsop-dns-terminology,2,9,2014-11-28,2015-09-24,300.0,0.8213552361396304,1,1,RFC7719,draft-ietf-dnsop-dns-terminology-05,draft-ietf-dnsop-dns-terminology
lineage_010448,draft-hoffman-dns-terminology-ter;draft-ietf-dnsop-rfc8499bis;draft-ietf-dnsop-terminology-ter,3,17,2019-03-24,2023-09-25,1646.0,4.506502395619439,1,1,RFC9499,draft-ietf-dnsop-rfc8499bis-10,draft-ietf-dnsop-rfc8499bis
lineage_010449,draft-hoffman-dns-tls-stub,1,3,2014-08-18,2014-08-31,13.0,0.03559206023271732,0,0,,,
lineage_010450,draft-hoffman-dnssec;draft-ietf-dnsop-dnssec-bcp,2,8,2022-03-20,2022-10-24,218.0,0.5968514715947981,1,1,RFC9364,draft-ietf-dnsop-dnssec-bcp-06,draft-ietf-dnsop-dnssec-bcp
lineage_010451,draft-hoffman-dnssec-alg-allocation,1,2,2009-08-23,2009-08-27,4.0,0.010951403148528405,0,0,,,
lineage_010452,draft-hoffman-dnssec-dsa-sha2,1,1,2009-07-06,2009-07-06,0.0,0.0,0,0,,,
lineage_010453,draft-hoffman-dnssec-ecdsa,1,5,2009-07-06,2010-12-01,513.0,1.404517453798768,0,0,,,
lineage_010454,draft-hoffman-dnssec-iana-cons;draft-ietf-dnsop-dnssec-iana-cons,2,8,2020-06-21,2021-10-07,473.0,1.2950034223134839,1,1,RFC9157,draft-ietf-dnsop-dnssec-iana-cons-05,draft-ietf-dnsop-dnssec-iana-cons
lineage_010455,draft-hoffman-dnssec-s,1,1,2017-06-28,2017-06-28,0.0,0.0,0,0,,,
lineage_010456,draft-hoffman-dprive-dns-tls-alpn;draft-hoffman-dprive-dns-tls-alpn-latest,2,2,2014-10-23,2014-10-23,0.0,0.0,0,0,,,
lineage_010457,draft-hoffman-dprive-dns-tls-https;draft-hoffman-dprive-dns-tls-https-latest,2,2,2014-10-23,2014-10-23,0.0,0.0,0,0,,,
lineage_010458,draft-hoffman-dprive-dns-tls-newport;draft-hoffman-dprive-dns-tls-newport-latest,2,2,2014-10-23,2014-10-23,0.0,0.0,0,0,,,
lineage_010459,draft-hoffman-duj,1,6,2025-01-30,2026-03-26,420.0,1.1498973305954825,0,0,,,
lineage_010460,draft-hoffman-esp-null-protocol,1,1,2007-08-24,2007-08-24,0.0,0.0,0,0,,,
lineage_010461,draft-hoffman-file-uri,1,4,2004-08-19,2005-01-03,137.0,0.3750855578370979,0,0,,,
lineage_010462,draft-hoffman-ftp-uri,1,5,2004-08-19,2005-01-03,137.0,0.3750855578370979,0,0,,,
lineage_010463,draft-hoffman-genarea-random-candidate-selection,1,1,2023-05-29,2023-05-29,0.0,0.0,0,0,,,
lineage_010464,draft-hoffman-gopher-uri,1,4,2004-08-19,2005-01-03,137.0,0.3750855578370979,1,1,RFC4266,draft-hoffman-gopher-uri-03,draft-hoffman-gopher-uri
lineage_010465,draft-hoffman-hash-attacks,1,5,2005-03-28,2005-06-06,70.0,0.19164955509924708,1,1,RFC4270,draft-hoffman-hash-attacks-04,draft-hoffman-hash-attacks
lineage_010466,draft-hoffman-httpbis-minimal-unauth-enc,1,2,2013-12-03,2013-12-03,0.0,0.0,0,0,,,
lineage_010467,draft-hoffman-i18n-terms,1,12,2000-11-17,2002-12-03,746.0,2.0424366872005475,1,1,RFC3536,draft-hoffman-i18n-terms-11,draft-hoffman-i18n-terms
lineage_010468,draft-hoffman-id-references,1,2,2015-05-29,2015-11-24,179.0,0.49007529089664614,0,0,,,
lineage_010469,draft-hoffman-idn-cidnuc,1,4,2000-01-28,2000-03-10,42.0,0.11498973305954825,0,0,,,
lineage_010470,draft-hoffman-idn-reg,1,3,2003-03-25,2003-10-17,206.0,0.5639972621492129,0,0,,,
lineage_010471,draft-hoffman-idna2,1,3,2009-01-13,2009-03-04,50.0,0.13689253935660506,0,0,,,
lineage_010472,draft-hoffman-idna200x-topics,1,4,2008-03-11,2008-04-22,42.0,0.11498973305954825,0,0,,,
lineage_010473,draft-hoffman-iea-headermap,1,1,2004-02-09,2004-02-09,0.0,0.0,0,0,,,
lineage_010474,draft-hoffman-ike-ipsec-hash-use,1,7,2005-11-30,2007-03-05,460.0,1.2594113620807665,1,1,RFC4894,draft-hoffman-ike-ipsec-hash-use-06,draft-hoffman-ike-ipsec-hash-use
lineage_010475,draft-hoffman-ikev1-algorithms,1,4,2004-09-29,2004-12-20,82.0,0.2245037645448323,1,1,RFC4109,draft-hoffman-ikev1-algorithms-03,draft-hoffman-ikev1-algorithms
lineage_010476,draft-hoffman-ikev2-1,1,1,2005-12-29,2005-12-29,0.0,0.0,0,0,,,
lineage_010477,draft-hoffman-ikev2bis;draft-ietf-ipsecme-ikev2bis,2,16,2006-03-03,2010-05-17,1536.0,4.205338809034908,1,1,RFC5996,draft-ietf-ipsecme-ikev2bis-11,draft-ietf-ipsecme-ikev2bis
lineage_010478,draft-hoffman-imaa,1,4,2003-02-05,2003-10-09,246.0,0.6735112936344969,0,0,,,
lineage_010479,draft-hoffman-ipsec-aes-prf,1,1,2003-06-16,2003-06-16,0.0,0.0,0,0,,,
lineage_010480,draft-hoffman-ipsec-algorithms,1,3,2003-04-28,2003-05-16,18.0,0.049281314168377825,0,0,,,
lineage_010481,draft-hoffman-ipsec-testing,1,2,2000-02-07,2000-09-12,218.0,0.5968514715947981,0,0,,,
lineage_010482,draft-hoffman-issll-l2tcreq,1,1,1996-11-26,1996-11-26,0.0,0.0,0,0,,,
lineage_010483,draft-hoffman-keys-linkage-from-dns,1,4,2010-08-13,2010-10-04,52.0,0.14236824093086928,0,0,,,
lineage_010484,draft-hoffman-legis-smtp-banner,1,4,1998-09-01,1998-11-16,76.0,0.2080766598220397,0,0,,,
lineage_010485,draft-hoffman-mailto-url,1,6,1997-01-09,1998-06-09,516.0,1.4127310061601643,1,1,RFC2368,draft-hoffman-mailto-url-05,draft-hoffman-mailto-url
lineage_010486,draft-hoffman-more-private-algs,1,2,2022-03-20,2022-03-24,4.0,0.010951403148528405,0,0,,,
lineage_010487,draft-hoffman-news-nntp-uri,1,5,2004-08-19,2005-01-03,137.0,0.3750855578370979,0,0,,,
lineage_010488,draft-hoffman-non-rfc-refs,1,1,2025-06-29,2025-06-29,0.0,0.0,0,0,,,
lineage_010489,draft-hoffman-pkcs-certif-req,1,3,1997-05-06,1997-09-17,134.0,0.3668720054757016,1,1,RFC2314,draft-hoffman-pkcs-certif-req-02,draft-hoffman-pkcs-certif-req
lineage_010490,draft-hoffman-pkcs-crypt-msg,1,3,1997-05-06,1997-09-17,134.0,0.3668720054757016,1,1,RFC2315,draft-hoffman-pkcs-crypt-msg-02,draft-hoffman-pkcs-crypt-msg
lineage_010491,draft-hoffman-pkcs-rsa-encrypt,1,3,1997-05-06,1997-09-17,134.0,0.3668720054757016,1,1,RFC2313,draft-hoffman-pkcs-rsa-encrypt-02,draft-hoffman-pkcs-rsa-encrypt
lineage_010492,draft-hoffman-pki4ipsec-profile,1,1,2003-12-23,2003-12-23,0.0,0.0,0,0,,,
lineage_010493,draft-hoffman-pkix-new-asn1;draft-ietf-pkix-new-asn1,2,10,2007-11-08,2010-03-07,850.0,2.327173169062286,1,1,RFC5912,draft-ietf-pkix-new-asn1-08,draft-ietf-pkix-new-asn1
lineage_010494,draft-hoffman-pkix-stringmatch,1,1,2004-07-09,2004-07-09,0.0,0.0,0,0,,,
lineage_010495,draft-hoffman-prospero-uri,1,4,2004-08-19,2005-01-03,137.0,0.3750855578370979,1,1,RFC4157,draft-hoffman-prospero-uri-03,draft-hoffman-prospero-uri
lineage_010496,draft-hoffman-pub-format-updates,1,2,2024-04-05,2024-04-11,6.0,0.01642710472279261,0,0,,,
lineage_010497,draft-hoffman-random-candidate-selection,1,3,2023-06-23,2023-11-20,150.0,0.4106776180698152,0,0,,,
lineage_010498,draft-hoffman-rescap-mua,1,4,1999-03-24,2000-08-09,504.0,1.379876796714579,0,0,,,
lineage_010499,draft-hoffman-rescap-protocol,1,2,1999-05-05,1999-06-01,27.0,0.07392197125256673,0,0,,,
lineage_010500,draft-hoffman-resolver-associated-doh;draft-ietf-dnsop-resolver-information;draft-ietf-doh-resolver-associated-doh;draft-sah-resinfo-doh;draft-sah-resolver-information,5,18,2018-08-23,2020-02-12,538.0,1.4729637234770705,0,0,,,
lineage_010501,draft-hoffman-rfc-author-guide,1,2,2004-09-02,2004-09-13,11.0,0.030116358658453114,0,0,,,
lineage_010502,draft-hoffman-rfc-format-framework-as-implemented,1,3,2022-08-09,2023-01-05,149.0,0.4079397672826831,0,0,,,
lineage_010503,draft-hoffman-rfc1738bis,1,3,2003-09-02,2004-04-20,231.0,0.6324435318275154,0,0,,,
lineage_010504,draft-hoffman-rfc2487bis,1,7,1999-04-16,2001-11-05,934.0,2.5571526351813825,1,1,RFC3207,draft-hoffman-rfc2487bis-06,draft-hoffman-rfc2487bis
lineage_010505,draft-hoffman-rfc3454bis,1,3,2003-10-06,2004-04-14,191.0,0.5229295003422314,0,0,,,
lineage_010506,draft-hoffman-rfc3490bis,1,3,2003-10-07,2004-04-14,190.0,0.5201916495550992,0,0,,,
lineage_010507,draft-hoffman-rfc3491bis,1,2,2003-10-07,2004-04-14,190.0,0.5201916495550992,0,0,,,
lineage_010508,draft-hoffman-rfc3536bis,1,3,2011-03-07,2011-04-21,45.0,0.12320328542094455,0,0,,,
lineage_010509,draft-hoffman-rfc3664bis,1,6,2005-03-30,2005-10-06,190.0,0.5201916495550992,1,1,RFC4434,draft-hoffman-rfc3664bis-05,draft-hoffman-rfc3664bis
lineage_010510,draft-hoffman-rfc6090bis,1,3,2014-07-04,2015-06-30,361.0,0.9883641341546886,0,0,,,
lineage_010511,draft-hoffman-rfc6761bis,1,2,2022-08-19,2022-10-03,45.0,0.12320328542094455,0,0,,,
lineage_010512,draft-hoffman-rfc7990-updates;draft-rswg-rfc7990-updates,2,17,2022-08-09,2024-08-06,728.0,1.9931553730321698,1,1,RFC9720,draft-rswg-rfc7990-updates-12,draft-rswg-rfc7990-updates
lineage_010513,draft-hoffman-rfc7997bis;draft-rswg-rfc7997bis,2,16,2023-02-28,2026-06-01,1189.0,3.2553045859000687,0,0,,,
lineage_010514,draft-hoffman-rfc9364bis;draft-ietf-dnsop-rfc9364bis,2,4,2025-04-30,2026-02-17,293.0,0.8021902806297057,0,0,,,
lineage_010515,draft-hoffman-rfcexamples,1,5,2014-10-09,2015-11-04,391.0,1.0704996577686516,0,0,,,
lineage_010516,draft-hoffman-rfcformat-canon-others,1,4,2012-05-12,2012-07-12,61.0,0.16700889801505817,0,0,,,
lineage_010517,draft-hoffman-rfcv3-preptool;draft-iab-rfcv3-preptool,2,10,2015-05-22,2016-06-30,405.0,1.108829568788501,1,1,RFC7998,draft-iab-rfcv3-preptool-02,draft-iab-rfcv3-preptool
lineage_010518,draft-hoffman-rootcache,1,2,2026-03-02,2026-03-16,14.0,0.038329911019849415,0,0,,,
lineage_010519,draft-hoffman-rtp-mpeg-encap,1,1,1994-11-30,1994-11-30,0.0,0.0,0,0,,,
lineage_010520,draft-hoffman-scheme-reg,1,1,2004-10-18,2004-10-18,0.0,0.0,0,0,,,
lineage_010521,draft-hoffman-schneier-4270bis,1,3,2012-11-06,2013-04-30,175.0,0.4791238877481177,0,0,,,
lineage_010522,draft-hoffman-server-has-tls,1,6,2010-11-30,2011-09-08,282.0,0.7720739219712526,0,0,,,
lineage_010523,draft-hoffman-simplednsjson,1,2,2017-06-05,2017-11-27,175.0,0.4791238877481177,0,0,,,
lineage_010524,draft-hoffman-sla,1,1,2002-12-18,2002-12-18,0.0,0.0,0,0,,,
lineage_010525,draft-hoffman-smtp-ssl,1,11,1997-03-25,1998-11-09,594.0,1.626283367556468,1,1,RFC2487,draft-hoffman-smtp-ssl-10,draft-hoffman-smtp-ssl
lineage_010526,draft-hoffman-stringprep,1,8,2001-09-27,2002-10-07,375.0,1.0266940451745379,1,1,RFC3454,draft-hoffman-stringprep-07,draft-hoffman-stringprep
lineage_010527,draft-hoffman-tao-as-web-page,1,5,2012-06-09,2012-07-23,44.0,0.12046543463381246,1,1,RFC6722,draft-hoffman-tao-as-web-page-04,draft-hoffman-tao-as-web-page
lineage_010528,draft-hoffman-tao4677bis,1,17,2008-01-17,2012-07-17,1643.0,4.498288843258043,0,0,,,
lineage_010529,draft-hoffman-taobis,1,9,2004-09-03,2006-06-09,644.0,1.7631759069130732,1,1,RFC4677,draft-hoffman-taobis-08,draft-hoffman-taobis
lineage_010530,draft-hoffman-telnet-uri,1,6,2004-08-19,2005-05-04,258.0,0.7063655030800822,1,1,RFC4248,draft-hoffman-telnet-uri-05,draft-hoffman-telnet-uri
lineage_010531,draft-hoffman-tls-additional-random-ext,1,2,2010-01-29,2010-02-16,18.0,0.049281314168377825,0,0,,,
lineage_010532,draft-hoffman-tls-keys-from-dns,1,1,2010-08-04,2010-08-04,0.0,0.0,0,0,,,
lineage_010533,draft-hoffman-tls-master-secret-input,1,4,2010-01-29,2010-07-08,160.0,0.4380561259411362,1,1,RFC6358,draft-hoffman-tls-master-secret-input-03,draft-hoffman-tls-master-secret-input
lineage_010534,draft-hoffman-trytls,1,3,2013-10-14,2014-04-10,178.0,0.487337440109514,0,0,,,
lineage_010535,draft-hoffman-uta-opportunistic-tls,1,1,2014-02-03,2014-02-03,0.0,0.0,0,0,,,
lineage_010536,draft-hoffman-utf16,1,5,1998-11-12,1999-06-01,201.0,0.5503080082135524,1,1,RFC2781,draft-hoffman-utf16-04,draft-hoffman-utf16
lineage_010537,draft-hoffman-utf8-rfcs,1,7,2005-06-27,2010-03-29,1736.0,4.7529089664613275,0,0,,,
